Mach, CD_Power_On
3.63, 0.245316086798572
3.64, 0.245009910886925
3.65, 0.244705113474734
3.66, 0.244401686170358
3.67, 0.244099625429682
3.68, 0.243798938143932
3.69, 0.243499595894129
3.70, 0.243201609921073
3.71, 0.242904976529576
3.72, 0.242609677278076
3.73, 0.242315713785693
3.74, 0.242023086849715
3.75, 0.241731778585391
3.76, 0.241441784752149
3.77, 0.24115311662073
3.78, 0.240865755870448
3.79, 0.240579687648396
3.80, 0.240294929099706
3.81, 0.240011460491484
3.82, 0.239729264365787
3.83, 0.239448364907436
3.84, 0.239168734689972
3.85, 0.238890368689706
3.86, 0.238581764057343
3.87, 0.238274415744931
3.88, 0.237968320157774
3.89, 0.237663462719565
3.90, 0.237359859236079
3.91, 0.237057480922021
3.92, 0.236756328211333
3.93, 0.236456407337643
3.94, 0.236157693829535
3.95, 0.23586018816595
3.96, 0.235563891000445
3.97, 0.235268793606728
3.98, 0.234974885836948
3.99, 0.234682159009306
4.00, 0.234390613365327
4.01, 0.234101645335565
4.02, 0.233813845541593
4.03, 0.233527198385116
4.04, 0.233241709981774
4.05, 0.232957351293196
4.06, 0.232674137160523
4.07, 0.232392058501224
4.08, 0.232111100174222
4.09, 0.2318312634965
4.10, 0.231552538160757
4.11, 0.231274909714953
4.12, 0.230998398860374
4.13, 0.230722975131695
4.14, 0.23044863033867
4.15, 0.23017538312698
4.16, 0.229903195453648
4.17, 0.229632080635841
4.18, 0.229362035692868
4.19, 0.229093035238768
4.20, 0.22882508434862
4.21, 0.228558178179626
4.22, 0.228292309559437
4.23, 0.228027471098464
4.24, 0.227763658102191
4.25, 0.227500853601023
4.26, 0.22723906175768
4.27, 0.226978273361002
4.28, 0.226718485663801
4.29, 0.22645969167946
4.30, 0.226201873706225
4.31, 0.22594503399012
4.32, 0.225689170801314
4.33, 0.225434263510182
4.34, 0.225180317936071
4.35, 0.224927318156004
4.36, 0.224675264078878
4.37, 0.224424154380056
4.38, 0.224173967788176
4.39, 0.223932314510769
4.40, 0.223708999242253
4.41, 0.223486087551538
4.42, 0.223263594738839
4.43, 0.223041489402197
4.44, 0.222819788485013
4.45, 0.222598478072102
4.46, 0.222377568626322
4.47, 0.222157044533721
4.48, 0.221936904054827
4.49, 0.221717155212997
4.50, 0.221497781563786
4.51, 0.221278782131922
4.52, 0.221060164618275
4.53, 0.22084191293443
4.54, 0.22062402962633
4.55, 0.220406506206688
4.56, 0.220189340420632
4.57, 0.219972540257232
4.58, 0.219756081926981
4.59, 0.219539982863604
4.60, 0.219324229196139
4.61, 0.219108816074541
4.62, 0.218893751396215
4.63, 0.218679010509718
4.64, 0.218464601999293
4.65, 0.218250520477036
4.66, 0.218036771583873
4.67, 0.217823335249775
4.68, 0.217610212674077
4.69, 0.217397415674336
4.70, 0.21718491714245
4.71, 0.216972722349171
4.72, 0.216760831156539
4.73, 0.216549236358319
4.74, 0.216337935980376
4.75, 0.216126924521362
4.76, 0.21591618906868
4.77, 0.215705745577324
4.78, 0.215495570871961
4.79, 0.215285670073475
4.80, 0.215076037973336
4.81, 0.21486667184599
4.82, 0.214657556625245
4.83, 0.214448701940646
4.84, 0.214240097845855
4.85, 0.21403174391501
4.86, 0.2138236248711
4.87, 0.213615745510314
4.88, 0.213408105226404
4.89, 0.213200683726814
4.90, 0.212993490979648
4.91, 0.212786523875435
4.92, 0.212579761650631
4.93, 0.212373216594374
4.94, 0.212166871216496
4.95, 0.211960733926361
4.96, 0.211754795075664
4.97, 0.211549043436878
4.98, 0.211343484332503
4.99, 0.211138101368192
5.00, 0.210932904044888
5.01, 0.210763076267847
5.02, 0.21056769230097
5.03, 0.210372664127891
5.04, 0.210177955531899
5.05, 0.209983576322273
5.06, 0.209789526329539
5.07, 0.209595784881663
5.08, 0.209402346200069
5.09, 0.209209216149346
5.10, 0.209016377313786
5.11, 0.208823825141366
5.12, 0.208631572680765
5.13, 0.208439582774218
5.14, 0.208247862710054
5.15, 0.208056410698424
5.16, 0.207865215028421
5.17, 0.207674280090861
5.18, 0.207483586589692
5.19, 0.207293120475289
5.20, 0.207102903455106
5.21, 0.206912911827901
5.22, 0.206723130070449
5.23, 0.206533568658351
5.24, 0.206344215554781
5.25, 0.206155069008408
5.26, 0.20596611826857
5.27, 0.205777346754656
5.28, 0.205588774460707
5.29, 0.205400367005403
5.30, 0.205212129199806
5.31, 0.205024063790985
5.32, 0.20483614662519
5.33, 0.20464838718638
5.34, 0.204460773622386
5.35, 0.204273298658085
5.36, 0.204085954873446
5.37, 0.203898735088754
5.38, 0.20371163688208
5.39, 0.203524650612821
5.40, 0.203337781636331
5.41, 0.203151002318641
5.42, 0.20296432787188
5.43, 0.20277773132393
5.44, 0.202591227875581
5.45, 0.202404789553881
5.46, 0.202218429703534
5.47, 0.202032123288045
5.48, 0.201845875523108
5.49, 0.201659676643896
5.50, 0.201473531634066
5.51, 0.201287415895702
5.52, 0.201101331969914
5.53, 0.200915274730799
5.54, 0.200729235043483
5.55, 0.200543207655529
5.56, 0.200357189944044
5.57, 0.200171169935254
5.58, 0.199985135313966
5.59, 0.199799096197113
5.60, 0.199613032673747
5.61, 0.19942694203586
5.62, 0.199240820053238
5.63, 0.199054661361007
5.64, 0.198868458790913
5.65, 0.198682195277714
5.66, 0.198495877660381
5.67, 0.198309504449328
5.68, 0.198123055197516
5.69, 0.197936520414154
